Customer_ID,Num_Bank_Accounts,Num_Credit_Card,Type_of_Loan,Credit_History_Age,Account_ID
CUS_0x5cc5,5,6,,29 Years and 10 Months,10143
CUS_0x9522,4,5,,30 Years and 2 Months,10144
CUS_0xc18b,7,5,,25 Years and 11 Months,10145
CUS_0x1f4b,10,7,"Debt Consolidation Loan, Mortgage Loan, Not Specified, Not Specified, and Not Specified",7 Years and 1 Months,10146
CUS_0x72bc,9,10,"Debt Consolidation Loan, Mortgage Loan, Debt Consolidation Loan, and Auto Loan",15 Years and 10 Months,10147
CUS_0x4e5c,1,7,"Auto Loan, and Student Loan",22 Years and 3 Months,10148
CUS_0xb38a,1,1,"Student Loan, Auto Loan, and Personal Loan",25 Years and 5 Months,10149
CUS_0xc662,4,5,"Credit-Builder Loan, Credit-Builder Loan, Payday Loan, Home Equity Loan, Mortgage Loan, and Payday Loan",6 Years and 9 Months,10150
CUS_0x915a,3,7,"Student Loan, Not Specified, Credit-Builder Loan, and Personal Loan",,10151
CUS_0x804b,3,5,"Payday Loan, Personal Loan, Student Loan, and Debt Consolidation Loan",,10152
CUS_0x2bba,7,6,"Payday Loan, Credit-Builder Loan, and Credit-Builder Loan",10 Years and 1 Months,10153
CUS_0x795b,10,8,"Debt Consolidation Loan, Mortgage Loan, Student Loan, Not Specified, and Mortgage Loan",1 Years and 3 Months,10154
CUS_0x790a,2,3,"Home Equity Loan, Home Equity Loan, and Personal Loan",28 Years and 8 Months,10155
CUS_0x2579,3,7,"Debt Consolidation Loan, Auto Loan, Not Specified, and Debt Consolidation Loan",30 Years and 1 Months,10156
CUS_0x86fa,3,5,"Not Specified, Not Specified, Student Loan, Debt Consolidation Loan, Credit-Builder Loan, Mortgage Loan, and Mortgage Loan",8 Years and 8 Months,10157
CUS_0x88f4,9,9,"Not Specified, Payday Loan, Credit-Builder Loan, Debt Consolidation Loan, Student Loan, Home Equity Loan, and Auto Loan",8 Years and 1 Months,10158
CUS_0xb685,6,8,"Personal Loan, Personal Loan, Auto Loan, Auto Loan, Credit-Builder Loan, and Home Equity Loan",14 Years and 1 Months,10159
CUS_0xbca3,8,6,"Personal Loan, and Not Specified",14 Years and 5 Months,10160
CUS_0x691a,6,7,"Personal Loan, Personal Loan, Debt Consolidation Loan, and Payday Loan",23 Years and 1 Months,10161
CUS_0x87f9,1,3,Payday Loan,21 Years and 9 Months,10162
CUS_0xbed,4,1,Personal Loan,31 Years and 4 Months,10163
CUS_0x36ad,9,8,"Debt Consolidation Loan, Personal Loan, Home Equity Loan, Home Equity Loan, Not Specified, Mortgage Loan, and Payday Loan",11 Years and 10 Months,10164
CUS_0xaf0a,5,6,"Student Loan, and Mortgage Loan",31 Years and 3 Months,10165
CUS_0x83d7,3,4,,24 Years and 1 Months,10166
CUS_0x320d,0,5,Personal Loan,32 Years and 10 Months,10167
CUS_0x9e18,8,5,"Personal Loan, Payday Loan, Personal Loan, Not Specified, Payday Loan, Mortgage Loan, and Payday Loan",14 Years and 3 Months,10168
CUS_0x4029,9,10,"Home Equity Loan, Credit-Builder Loan, Credit-Builder Loan, Payday Loan, and Student Loan",14 Years and 9 Months,10169
CUS_0x99a,8,7,"Auto Loan, Payday Loan, Home Equity Loan, and Student Loan",18 Years and 3 Months,10170
CUS_0x90f8,4,5,"Not Specified, Mortgage Loan, Mortgage Loan, and Debt Consolidation Loan",16 Years and 1 Months,10171
CUS_0xa5d1,7,6,"Debt Consolidation Loan, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, Student Loan, Not Specified, and Credit-Builder Loan",2 Years and 10 Months,10172
CUS_0x2390,10,6,"Student Loan, Mortgage Loan, Debt Consolidation Loan, and Student Loan",19 Years and 1 Months,10173
CUS_0x4bc0,7,7,"Personal Loan, and Debt Consolidation Loan",14 Years and 3 Months,10174
CUS_0x21ac,7,6,"Home Equity Loan, Payday Loan, Home Equity Loan, Debt Consolidation Loan, Auto Loan, and Student Loan",,10175
CUS_0x2d14,2,3,,24 Years and 8 Months,10176
CUS_0x29bf,5,4,"Debt Consolidation Loan, Mortgage Loan, Home Equity Loan, and Credit-Builder Loan",17 Years and 11 Months,10177
CUS_0xb0c4,9,6,"Credit-Builder Loan, Student Loan, Mortgage Loan, Auto Loan, and Credit-Builder Loan",19 Years and 5 Months,10178
CUS_0x7dd,4,5,Debt Consolidation Loan,18 Years and 11 Months,10179
CUS_0x8752,6,4,Not Specified,29 Years and 3 Months,10180
CUS_0x5563,7,8,"Auto Loan, Home Equity Loan, and Home Equity Loan",13 Years and 4 Months,10181
CUS_0x3340,2,5,"Debt Consolidation Loan, Credit-Builder Loan, Personal Loan, and Auto Loan",,10182
CUS_0x6630,9,9,"Personal Loan, Not Specified, Mortgage Loan, Student Loan, Not Specified, Not Specified, and Auto Loan",9 Years and 2 Months,10183
CUS_0x172d,9,1073,"Debt Consolidation Loan, Debt Consolidation Loan, Personal Loan, Home Equity Loan, Home Equity Loan, and Credit-Builder Loan",7 Years and 3 Months,10184
CUS_0x843e,0,2,"Debt Consolidation Loan, Auto Loan, and Personal Loan",24 Years and 1 Months,10185
CUS_0x228c,3,5,"Personal Loan, Personal Loan, Credit-Builder Loan, and Credit-Builder Loan",29 Years and 7 Months,10186
CUS_0x6a9a,10,6,"Home Equity Loan, Home Equity Loan, Auto Loan, Credit-Builder Loan, Mortgage Loan, Home Equity Loan, Mortgage Loan, Credit-Builder Loan, and Auto Loan",5 Years and 4 Months,10187
CUS_0x415,8,7,"Payday Loan, Home Equity Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Mortgage Loan",19 Years and 3 Months,10188
CUS_0x6cfa,5,7,Personal Loan,24 Years and 7 Months,10189
CUS_0xba92,1,71,,,10190
CUS_0x90ef,1,2,"Credit-Builder Loan, and Credit-Builder Loan",25 Years and 7 Months,10191
CUS_0x6736,2,1,"Auto Loan, Auto Loan, Payday Loan, and Credit-Builder Loan",28 Years and 4 Months,10192
CUS_0x84c9,5,4,,32 Years and 10 Months,10193
CUS_0x6a11,6,4,"Auto Loan, and Auto Loan",18 Years and 3 Months,10194
CUS_0xbcc8,3,1410,"Not Specified, and Home Equity Loan",27 Years and 4 Months,10195
CUS_0x17e8,1,6,"Personal Loan, and Student Loan",24 Years and 8 Months,10196
CUS_0x1ec9,10,6,"Personal Loan, Student Loan, Debt Consolidation Loan, Mortgage Loan, Debt Consolidation Loan, Home Equity Loan, and Payday Loan",5 Years and 7 Months,10197
CUS_0x5721,8,5,"Auto Loan, Home Equity Loan, Home Equity Loan, Auto Loan, Payday Loan, Auto Loan, Payday Loan, Payday Loan, and Student Loan",7 Years and 8 Months,10198
CUS_0xacf7,0,4,,18 Years and 5 Months,10199
CUS_0xa5ee,2,5,Home Equity Loan,26 Years and 2 Months,10200
CUS_0x5a83,7,6,"Auto Loan, and Payday Loan",15 Years and 7 Months,10201
CUS_0x2443,6,6,"Student Loan, Mortgage Loan, Mortgage Loan, Credit-Builder Loan, and Credit-Builder Loan",8 Years and 3 Months,10202
CUS_0xbb6c,10,5,"Personal Loan, Home Equity Loan, Student Loan, Credit-Builder Loan, Not Specified, Payday Loan, Student Loan, Payday Loan, and Student Loan",5 Years and 8 Months,10203
CUS_0x9a2c,2,5,,,10204
CUS_0xab65,7,3,"Mortgage Loan, Auto Loan, Mortgage Loan, and Mortgage Loan",18 Years and 11 Months,10205
CUS_0x716,9,7,"Student Loan, Mortgage Loan, Mortgage Loan, Debt Consolidation Loan, Personal Loan, Auto Loan, Payday Loan, and Mortgage Loan",9 Years and 11 Months,10206
CUS_0x708f,7,10,"Home Equity Loan, Mortgage Loan, Mortgage Loan, Student Loan, and Not Specified",19 Years and 11 Months,10207
CUS_0x97d1,4,7,"Credit-Builder Loan, Auto Loan, Auto Loan, Student Loan, Auto Loan, and Debt Consolidation Loan",14 Years and 2 Months,10208
CUS_0x859a,2,5,"Personal Loan, Auto Loan, and Credit-Builder Loan",18 Years and 2 Months,10209
CUS_0x9a18,1,2,Credit-Builder Loan,30 Years and 4 Months,10210
CUS_0x9730,4,4,"Debt Consolidation Loan, and Debt Consolidation Loan",5 Years and 4 Months,10211
CUS_0x30df,1,3,"Payday Loan, Credit-Builder Loan, Debt Consolidation Loan, and Personal Loan",,10212
CUS_0xb024,7,4,"Debt Consolidation Loan, and Student Loan",12 Years and 5 Months,10213
CUS_0xbe5c,8,7,"Mortgage Loan, Home Equity Loan, Not Specified, Payday Loan, Not Specified, and Personal Loan",0 Years and 7 Months,10214
CUS_0x9c49,4,3,"Personal Loan, Mortgage Loan, Auto Loan, and Auto Loan",,10215
CUS_0xb675,7,9,"Credit-Builder Loan, Mortgage Loan, Student Loan, Student Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, and Debt Consolidation Loan",,10216
CUS_0xb2a1,6,4,"Not Specified, Credit-Builder Loan, Home Equity Loan, Not Specified, Not Specified, Not Specified, and Mortgage Loan",17 Years and 3 Months,10217
CUS_0x61a7,4,6,"Debt Consolidation Loan, Not Specified, and Payday Loan",6 Years and 5 Months,10218
CUS_0xb745,7,6,Credit-Builder Loan,29 Years and 4 Months,10219
CUS_0x1d64,6,6,"Debt Consolidation Loan, and Personal Loan",25 Years and 7 Months,10220
CUS_0x803c,4,5,"Mortgage Loan, Student Loan, and Mortgage Loan",15 Years and 3 Months,10221
CUS_0x3ce7,6,9,"Not Specified, Credit-Builder Loan, Payday Loan, Mortgage Loan, Home Equity Loan, Payday Loan, Payday Loan, Home Equity Loan, and Credit-Builder Loan",0 Years and 10 Months,10222
CUS_0x6951,8,9,"Auto Loan, Student Loan, Payday Loan, and Credit-Builder Loan",8 Years and 1 Months,10223
CUS_0xc4f,4,5,Auto Loan,30 Years and 3 Months,10224
CUS_0x8a36,7,5,"Mortgage Loan, Personal Loan, Student Loan, Not Specified, and Auto Loan",9 Years and 5 Months,10225
CUS_0x54b,5,3,"Payday Loan, Credit-Builder Loan, Payday Loan, Payday Loan, Mortgage Loan, Mortgage Loan, and Auto Loan",13 Years and 11 Months,10226
CUS_0x2038,4,4,"Credit-Builder Loan, and Student Loan",31 Years and 3 Months,10227
CUS_0x58ef,4,4,,31 Years and 3 Months,10228
CUS_0xbebc,901,7,"Credit-Builder Loan, Personal Loan, and Personal Loan",19 Years and 7 Months,10229
CUS_0xaf6f,7,3,"Debt Consolidation Loan, and Auto Loan",,10230
CUS_0x8916,4,3,,15 Years and 5 Months,10231
CUS_0x6159,3,3,"Student Loan, Not Specified, Student Loan, and Debt Consolidation Loan",16 Years and 3 Months,10232
CUS_0xbe0a,5,5,Student Loan,21 Years and 7 Months,10233
CUS_0xafeb,8,8,"Debt Consolidation Loan, Debt Consolidation Loan, Payday Loan, Auto Loan, Auto Loan, Credit-Builder Loan, Mortgage Loan, Debt Consolidation Loan, and Credit-Builder Loan",13 Years and 7 Months,10234
CUS_0x958f,8,7,"Debt Consolidation Loan, Auto Loan, Personal Loan, Not Specified, and Mortgage Loan",7 Years and 5 Months,10235
CUS_0x5dd0,1298,3,"Not Specified, Not Specified, and Mortgage Loan",15 Years and 7 Months,10236
CUS_0x24e8,330,9,"Payday Loan, Home Equity Loan, Not Specified, Payday Loan, Debt Consolidation Loan, and Debt Consolidation Loan",7 Years and 7 Months,10237
CUS_0x6081,1,3,"Mortgage Loan, Home Equity Loan, and Auto Loan",32 Years and 8 Months,10238
CUS_0x556e,5,4,"Payday Loan, Personal Loan, and Credit-Builder Loan",25 Years and 10 Months,10239
CUS_0x6eee,4,5,"Auto Loan, and Credit-Builder Loan",24 Years and 10 Months,10240
CUS_0xa791,5,6,"Credit-Builder Loan, and Mortgage Loan",16 Years and 3 Months,10241
CUS_0xd78,3,5,,19 Years and 5 Months,10242
CUS_0x2b58,5,3,"Not Specified, Credit-Builder Loan, Not Specified, and Auto Loan",19 Years and 2 Months,10243
CUS_0x4829,4,6,,30 Years and 2 Months,10244
CUS_0xbb82,8,7,"Debt Consolidation Loan, Not Specified, Mortgage Loan, and Home Equity Loan",16 Years and 5 Months,10245
CUS_0xb517,0,3,,24 Years and 8 Months,10246
CUS_0x929a,5,3,Credit-Builder Loan,20 Years and 3 Months,10247
CUS_0x8e30,8,6,"Credit-Builder Loan, Student Loan, Home Equity Loan, Personal Loan, and Auto Loan",11 Years and 7 Months,10248
CUS_0x7cdc,4,3,,20 Years and 10 Months,10249
CUS_0xb982,0,4,Credit-Builder Loan,28 Years and 9 Months,10250
CUS_0x7080,7,6,"Debt Consolidation Loan, Personal Loan, Home Equity Loan, Mortgage Loan, Mortgage Loan, Not Specified, and Student Loan",14 Years and 7 Months,10251
CUS_0x744f,8,8,"Payday Loan, Credit-Builder Loan, Credit-Builder Loan, Debt Consolidation Loan, Mortgage Loan, Not Specified, Mortgage Loan, and Credit-Builder Loan",13 Years and 11 Months,10252
CUS_0x7899,8,5,"Not Specified, Not Specified, Mortgage Loan, Mortgage Loan, and Debt Consolidation Loan",14 Years and 7 Months,10253
CUS_0x99d4,6,4,"Auto Loan, Not Specified, Auto Loan, Credit-Builder Loan, Personal Loan, Home Equity Loan, and Credit-Builder Loan",11 Years and 3 Months,10254
CUS_0xb1cd,6,5,Debt Consolidation Loan,25 Years and 9 Months,10255
CUS_0x4a05,6,9,"Payday Loan, Student Loan, and Auto Loan",8 Years and 10 Months,10256
CUS_0x893f,4,6,"Credit-Builder Loan, Not Specified, Student Loan, and Personal Loan",21 Years and 10 Months,10257
CUS_0x9428,8,8,"Credit-Builder Loan, Mortgage Loan, Home Equity Loan, Not Specified, Debt Consolidation Loan, Credit-Builder Loan, Home Equity Loan, Auto Loan, and Not Specified",,10258
CUS_0x1018,7,7,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Not Specified, Student Loan, Home Equity Loan, Personal Loan, and Credit-Builder Loan",13 Years and 8 Months,10259
CUS_0x29d5,0,4,Debt Consolidation Loan,32 Years and 10 Months,10260
CUS_0x2208,7,3,"Payday Loan, and Debt Consolidation Loan",21 Years and 7 Months,10261
CUS_0x69a8,7,8,"Personal Loan, Personal Loan, Payday Loan, Credit-Builder Loan, Credit-Builder Loan, Student Loan, Home Equity Loan, and Payday Loan",9 Years and 3 Months,10262
CUS_0x8e94,4,4,"Home Equity Loan, Student Loan, Auto Loan, and Mortgage Loan",31 Years and 9 Months,10263
CUS_0x824c,7,6,Personal Loan,21 Years and 7 Months,10264
CUS_0xadc4,6,10,"Credit-Builder Loan, Personal Loan, Not Specified, Auto Loan, Credit-Builder Loan, Credit-Builder Loan, and Credit-Builder Loan",12 Years and 8 Months,10265
CUS_0x3060,6,6,"Student Loan, Home Equity Loan, Mortgage Loan, Mortgage Loan, Payday Loan, Auto Loan, Home Equity Loan, and Personal Loan",5 Years and 5 Months,10266
CUS_0xb915,5,5,"Debt Consolidation Loan, Auto Loan, and Personal Loan",29 Years and 8 Months,10267
CUS_0x8d2e,758,7,"Personal Loan, Debt Consolidation Loan, Personal Loan, Personal Loan, Not Specified, and Not Specified",18 Years and 1 Months,10268
CUS_0x22ac,6,685,"Debt Consolidation Loan, Credit-Builder Loan, Debt Consolidation Loan, Credit-Builder Loan, Credit-Builder Loan, and Payday Loan",,10269
CUS_0x39a0,6,8,"Debt Consolidation Loan, Home Equity Loan, Credit-Builder Loan, Mortgage Loan, Mortgage Loan, and Credit-Builder Loan",12 Years and 8 Months,10270
CUS_0x5ebc,8,6,"Student Loan, Mortgage Loan, Debt Consolidation Loan, Payday Loan, Payday Loan, and Personal Loan",9 Years and 3 Months,10271
CUS_0x2aed,8,4,"Auto Loan, Student Loan, Home Equity Loan, and Debt Consolidation Loan",17 Years and 1 Months,10272
CUS_0xc063,5,4,"Mortgage Loan, Mortgage Loan, and Mortgage Loan",14 Years and 1 Months,10273
CUS_0x5e6a,3,6,"Personal Loan, and Auto Loan",31 Years and 2 Months,10274
CUS_0x9f20,5,3,Payday Loan,30 Years and 1 Months,10275
CUS_0x922,5,5,"Personal Loan, Not Specified, Mortgage Loan, and Debt Consolidation Loan",26 Years and 8 Months,10276
CUS_0x9937,9,6,"Credit-Builder Loan, Credit-Builder Loan, Student Loan, Mortgage Loan, and Home Equity Loan",9 Years and 3 Months,10277
CUS_0x5929,10,5,"Student Loan, Personal Loan, Mortgage Loan, Home Equity Loan, Not Specified, Student Loan, and Credit-Builder Loan",7 Years and 5 Months,10278
CUS_0xb518,5,7,"Payday Loan, Personal Loan, Debt Consolidation Loan, and Home Equity Loan",32 Years and 9 Months,10279
CUS_0xbc0c,5,5,"Not Specified, Personal Loan, and Payday Loan",17 Years and 3 Months,10280
CUS_0x446c,7,10,"Credit-Builder Loan, Student Loan, Not Specified, Not Specified, Credit-Builder Loan, Mortgage Loan, and Mortgage Loan",17 Years and 3 Months,10281
CUS_0xaa81,5,4,"Mortgage Loan, Home Equity Loan, Home Equity Loan, and Mortgage Loan",18 Years and 4 Months,10282
CUS_0x7411,5,6,"Debt Consolidation Loan, Payday Loan, Personal Loan, and Personal Loan",21 Years and 9 Months,10283
CUS_0x7b9d,7,5,"Personal Loan, Home Equity Loan, Credit-Builder Loan, Not Specified, Home Equity Loan, and Personal Loan",,10284
CUS_0x50fe,5,5,"Home Equity Loan, Mortgage Loan, Home Equity Loan, and Payday Loan",15 Years and 4 Months,10285
CUS_0xa009,2,4,"Credit-Builder Loan, Not Specified, and Personal Loan",,10286
CUS_0x9680,7,6,"Personal Loan, Home Equity Loan, and Credit-Builder Loan",27 Years and 8 Months,10287
CUS_0xc491,7,7,,,10288
CUS_0xb646,6,7,"Not Specified, Credit-Builder Loan, Credit-Builder Loan, Personal Loan, Home Equity Loan, Mortgage Loan, Auto Loan, Home Equity Loan, and Mortgage Loan",10 Years and 10 Months,10289
CUS_0x4bf4,1,5,,20 Years and 7 Months,10290
CUS_0xa4fd,4,7,"Payday Loan, and Personal Loan",21 Years and 8 Months,10291
CUS_0x997,3,5,"Payday Loan, Mortgage Loan, and Credit-Builder Loan",20 Years and 5 Months,10292
CUS_0xbe70,7,10,"Auto Loan, Home Equity Loan, Mortgage Loan, Credit-Builder Loan, and Home Equity Loan",15 Years and 7 Months,10293
CUS_0x91ca,4,3,"Home Equity Loan, and Debt Consolidation Loan",14 Years and 8 Months,10294
CUS_0xb32a,7,6,"Student Loan, Debt Consolidation Loan, and Payday Loan",15 Years and 10 Months,10295
CUS_0x41c9,1,1,"Personal Loan, Mortgage Loan, and Payday Loan",26 Years and 1 Months,10296
CUS_0x6993,4,7,"Credit-Builder Loan, and Credit-Builder Loan",28 Years and 8 Months,10297
CUS_0x9230,8,6,,15 Years and 1 Months,10298
CUS_0x93e,2,5,,20 Years and 2 Months,10299
CUS_0xc56c,6,6,"Not Specified, Home Equity Loan, Auto Loan, Student Loan, Mortgage Loan, Home Equity Loan, and Not Specified",12 Years and 4 Months,10300
CUS_0x70a0,9,5,"Payday Loan, Home Equity Loan, Not Specified, Payday Loan, and Home Equity Loan",1 Years and 5 Months,10301
CUS_0x119e,3,7,"Auto Loan, Mortgage Loan, Student Loan, Home Equity Loan, Auto Loan, and Not Specified",19 Years and 3 Months,10302
CUS_0x7b52,7,7,"Debt Consolidation Loan, Personal Loan, Payday Loan, Personal Loan, Mortgage Loan, Personal Loan, Not Specified, and Home Equity Loan",13 Years and 8 Months,10303
CUS_0x85bb,0,5,,28 Years and 10 Months,10304
CUS_0x3091,6,7,"Home Equity Loan, Student Loan, Auto Loan, Auto Loan, and Not Specified",,10305
CUS_0x5e99,3,6,"Not Specified, Personal Loan, and Not Specified",15 Years and 2 Months,10306
CUS_0x74d2,3,3,,23 Years and 4 Months,10307
CUS_0x74a6,3,7,"Mortgage Loan, Student Loan, Credit-Builder Loan, and Auto Loan",,10308
CUS_0x2a79,5,5,Auto Loan,27 Years and 1 Months,10309
CUS_0xb6e3,8,3,"Not Specified, Debt Consolidation Loan, Not Specified, Debt Consolidation Loan, and Payday Loan",14 Years and 5 Months,10310
CUS_0x4696,3,7,"Personal Loan, Personal Loan, Auto Loan, Student Loan, Debt Consolidation Loan, Mortgage Loan, and Student Loan",13 Years and 3 Months,10311
CUS_0x6ad0,10,5,"Personal Loan, and Student Loan",9 Years and 5 Months,10312
CUS_0x747a,3,5,"Not Specified, Debt Consolidation Loan, Personal Loan, and Home Equity Loan",18 Years and 3 Months,10313
CUS_0x5376,1,4,Payday Loan,,10314
CUS_0x351d,5,4,"Credit-Builder Loan, and Payday Loan",29 Years and 3 Months,10315
CUS_0x12cc,9,7,"Personal Loan, Payday Loan, and Mortgage Loan",10 Years and 3 Months,10316
CUS_0x9664,7,6,"Mortgage Loan, Student Loan, Auto Loan, Mortgage Loan, Mortgage Loan, Credit-Builder Loan, Credit-Builder Loan, and Student Loan",4 Years and 7 Months,10317
CUS_0x8e89,4,3,"Auto Loan, Personal Loan, and Student Loan",21 Years and 4 Months,10318
CUS_0xafa8,5,4,Home Equity Loan,25 Years and 9 Months,10319
CUS_0x2665,7,4,"Credit-Builder Loan, Student Loan, and Debt Consolidation Loan",28 Years and 8 Months,10320
CUS_0x84d,3,5,"Mortgage Loan, Home Equity Loan, Personal Loan, and Student Loan",24 Years and 3 Months,10321
CUS_0x5f2f,0,5,Mortgage Loan,27 Years and 5 Months,10322
CUS_0x64c9,8,4,"Not Specified, Payday Loan, Auto Loan, Home Equity Loan, Debt Consolidation Loan, Personal Loan, and Personal Loan",18 Years and 9 Months,10323
CUS_0x18ca,0,4,Payday Loan,19 Years and 5 Months,10324
CUS_0x705d,3,2,Home Equity Loan,30 Years and 3 Months,10325
CUS_0x80fd,7,8,"Personal Loan, Debt Consolidation Loan, Student Loan, Personal Loan, Not Specified, and Payday Loan",16 Years and 1 Months,10326
CUS_0x752b,3,5,,28 Years and 1 Months,10327
CUS_0x8c2c,4,3,"Personal Loan, Auto Loan, and Mortgage Loan",,10328
CUS_0x3439,2,1,"Not Specified, and Auto Loan",20 Years and 8 Months,10329
CUS_0x8fb8,8,7,"Personal Loan, Credit-Builder Loan, Personal Loan, and Personal Loan",5 Years and 10 Months,10330
CUS_0x9e56,3,4,"Auto Loan, Auto Loan, and Student Loan",24 Years and 1 Months,10331
CUS_0x3595,4,4,"Auto Loan, Debt Consolidation Loan, Mortgage Loan, and Not Specified",,10332
CUS_0x4630,4,7,Payday Loan,26 Years and 1 Months,10333
CUS_0x1bf1,5,7,Credit-Builder Loan,19 Years and 8 Months,10334
CUS_0xacab,8,7,"Personal Loan, Personal Loan, and Mortgage Loan",16 Years and 3 Months,10335
CUS_0x86ab,3,4,"Not Specified, and Personal Loan",25 Years and 2 Months,10336
CUS_0xa509,7,4,Home Equity Loan,22 Years and 3 Months,10337
CUS_0x6acd,7,6,"Student Loan, Credit-Builder Loan, Student Loan, Student Loan, and Not Specified",9 Years and 10 Months,10338
CUS_0x687f,3,4,"Payday Loan, Not Specified, Not Specified, Debt Consolidation Loan, Debt Consolidation Loan, Student Loan, and Credit-Builder Loan",13 Years and 8 Months,10339
CUS_0x640a,10,8,"Home Equity Loan, Payday Loan, and Personal Loan",10 Years and 2 Months,10340
CUS_0xc140,4,6,"Home Equity Loan, Not Specified, Personal Loan, and Auto Loan",22 Years and 4 Months,10341
CUS_0x2ce6,1,4,"Credit-Builder Loan, and Not Specified",31 Years and 11 Months,10342
CUS_0x5984,6,9,"Personal Loan, Debt Consolidation Loan, Student Loan, Personal Loan, Auto Loan, Debt Consolidation Loan, Home Equity Loan, and Not Specified",6 Years and 2 Months,10343
CUS_0x3e09,6,8,"Payday Loan, Not Specified, Home Equity Loan, Home Equity Loan, Auto Loan, Not Specified, and Personal Loan",16 Years and 11 Months,10344
CUS_0x3f62,10,10,"Personal Loan, Not Specified, Mortgage Loan, and Home Equity Loan",12 Years and 9 Months,10345
CUS_0x7fe2,4,5,"Credit-Builder Loan, and Not Specified",24 Years and 9 Months,10346
CUS_0x7f2c,6,7,"Payday Loan, Credit-Builder Loan, and Payday Loan",19 Years and 9 Months,10347
CUS_0x9cb8,5,4,Debt Consolidation Loan,31 Years and 4 Months,10348
CUS_0x20bf,5,6,"Payday Loan, Payday Loan, and Auto Loan",22 Years and 4 Months,10349
CUS_0x6bad,4,5,"Debt Consolidation Loan, Debt Consolidation Loan, and Home Equity Loan",26 Years and 5 Months,10350
CUS_0xa414,0,7,"Payday Loan, Payday Loan, Debt Consolidation Loan, and Debt Consolidation Loan",,10351
CUS_0x4bdc,5,2,,31 Years and 11 Months,10352
CUS_0x15c4,1,5,"Debt Consolidation Loan, Mortgage Loan, and Home Equity Loan",26 Years and 9 Months,10353
CUS_0x471f,10,9,"Credit-Builder Loan, Not Specified, Mortgage Loan, Mortgage Loan, Not Specified, Mortgage Loan, and Home Equity Loan",11 Years and 3 Months,10354
CUS_0xc288,4,6,"Student Loan, Credit-Builder Loan, and Personal Loan",21 Years and 2 Months,10355
CUS_0x4f34,8,8,"Debt Consolidation Loan, Auto Loan, Personal Loan, Debt Consolidation Loan, Auto Loan, Home Equity Loan, and Student Loan",1 Years and 4 Months,10356
CUS_0x8327,3,3,"Home Equity Loan, Auto Loan, and Debt Consolidation Loan",21 Years and 2 Months,10357
CUS_0x1c1f,8,4,,27 Years and 10 Months,10358
CUS_0x82a3,9,8,"Debt Consolidation Loan, Student Loan, and Student Loan",8 Years and 1 Months,10359
CUS_0x2ac8,8,6,"Personal Loan, and Home Equity Loan",23 Years and 7 Months,10360
CUS_0xc07f,6,10,"Payday Loan, Payday Loan, and Not Specified",9 Years and 10 Months,10361
CUS_0x2e20,8,3,"Auto Loan, Student Loan, Auto Loan, Home Equity Loan, Mortgage Loan, Not Specified, and Not Specified",5 Years and 11 Months,10362
CUS_0xc51c,6,8,"Home Equity Loan, and Not Specified",,10363
CUS_0x9fd0,5,1,,18 Years and 9 Months,10364
CUS_0x41bf,10,10,"Auto Loan, Home Equity Loan, Mortgage Loan, Auto Loan, Home Equity Loan, Credit-Builder Loan, Mortgage Loan, Student Loan, and Student Loan",13 Years and 2 Months,10365
CUS_0x5bce,0,3,"Debt Consolidation Loan, and Debt Consolidation Loan",26 Years and 8 Months,10366
CUS_0x3bbf,4,628,,,10367
CUS_0x7651,10,10,"Payday Loan, Payday Loan, Payday Loan, Personal Loan, Student Loan, Mortgage Loan, Mortgage Loan, Personal Loan, and Not Specified",18 Years and 9 Months,10368
CUS_0x259d,4,219,Payday Loan,27 Years and 11 Months,10369
CUS_0x3e10,9,6,"Payday Loan, Student Loan, Not Specified, Home Equity Loan, and Personal Loan",19 Years and 5 Months,10370
CUS_0x43a6,5,2,"Auto Loan, Debt Consolidation Loan, and Credit-Builder Loan",15 Years and 10 Months,10371
CUS_0x112e,8,4,"Home Equity Loan, Home Equity Loan, Personal Loan, and Auto Loan",,10372
CUS_0x867f,10,9,"Mortgage Loan, and Debt Consolidation Loan",10 Years and 5 Months,10373
CUS_0x91ed,3,4,"Auto Loan, Not Specified, and Not Specified",25 Years and 4 Months,10374
CUS_0x6a8f,1,5,"Mortgage Loan, and Personal Loan",25 Years and 8 Months,10375
CUS_0x6735,3,7,"Auto Loan, Mortgage Loan, Debt Consolidation Loan, Debt Consolidation Loan, Student Loan, and Credit-Builder Loan",18 Years and 10 Months,10376
CUS_0x73d,4,3,"Home Equity Loan, Mortgage Loan, and Personal Loan",18 Years and 2 Months,10377
CUS_0x6cc3,7,5,"Mortgage Loan, and Student Loan",13 Years and 9 Months,10378
CUS_0x5cde,8,3,"Not Specified, Credit-Builder Loan, and Mortgage Loan",17 Years and 1 Months,10379
CUS_0xa30f,8,10,"Not Specified, Auto Loan, and Mortgage Loan",10 Years and 11 Months,10380
CUS_0xaa0c,3,5,,25 Years and 2 Months,10381
CUS_0xa3d5,6,5,"Auto Loan, Payday Loan, and Mortgage Loan",6 Years and 11 Months,10382
